"","Gene","gene_id","gene_type","logFC.x","P.Value.x","adj.P.Val.x","chr","Name","Relation_to_Island","Gene_Group","logFC.y","P.Value.y","adj.P.Val.y","Gene_expression","DNA_Methylation"
"617","FHOD3","ENSG00000134775.15","protein_coding",-1.36123785695608,0.0262662342892046,0.418735059565631,"chr18","cg18988327","N_Shelf","Body",-1.04446332080703,0.0108567582242422,0.247894072672487,"Down","Hypo"
"618","FHOD3","ENSG00000134775.15","protein_coding",-1.36123785695608,0.0262662342892046,0.418735059565631,"chr18","cg23695714","Island","Body",-1.80334613695987,0.00041485579021584,0.0412433955940217,"Down","Hypo"
"619","FHOD3","ENSG00000134775.15","protein_coding",-1.36123785695608,0.0262662342892046,0.418735059565631,"chr18","cg06757138","Island","Body",-1.81436467148621,0.000148830917473315,0.0217853292948008,"Down","Hypo"
"620","FIS1","ENSG00000214253.9","protein_coding",0.586541418330262,0.0217715347548146,0.388189764492309,"chr7","cg10550971","N_Shore","Body",-0.228416479245491,0.0407311190589424,0.453068207201284,"Up","Hypo"
"621","FIS1","ENSG00000214253.9","protein_coding",0.586541418330262,0.0217715347548146,0.388189764492309,"chr7","cg03048187","OpenSea","Body",-0.712763715703727,0.00332246331568476,0.133159782763376,"Up","Hypo"
"622","FIS1","ENSG00000214253.9","protein_coding",0.586541418330262,0.0217715347548146,0.388189764492309,"chr7","cg01299997","N_Shore","Body",-1.00002232438747,0.046957595461917,0.480007164301119,"Up","Hypo"
"623","FLYWCH1","ENSG00000059122.17","protein_coding",0.610707043650375,0.00854335515076857,0.264945918162676,"chr16","cg27548741","OpenSea","3'UTR",-1.75512294832115,0.00334224061791909,0.133605282970424,"Up","Hypo"
"624","FLYWCH1","ENSG00000059122.17","protein_coding",0.610707043650375,0.00854335515076857,0.264945918162676,"chr16","cg05487269","OpenSea","3'UTR",-0.732513427386307,0.0139890064777144,0.280195365907273,"Up","Hypo"
"625","FMO1","ENSG00000010932.17","protein_coding",-1.68615142637201,0.0190703237323487,0.36944716851289,"chr1","cg15514848","OpenSea","TSS200",-1.59087613395254,0.00128324526630992,0.0783687381877304,"Down","Hypo"
"626","FMO1","ENSG00000010932.17","protein_coding",-1.68615142637201,0.0190703237323487,0.36944716851289,"chr1","cg04413226","OpenSea","TSS200",-1.25185345257485,0.0445612548242078,0.470284311778513,"Down","Hypo"
"627","FN1","ENSG00000115414.21","protein_coding",-1.17143242219172,0.0315686905002026,0.45162911129177,"chr2","cg26581448","OpenSea","Body",-0.610459993240867,0.0149074109653049,0.289592608353215,"Down","Hypo"
"628","FNDC1","ENSG00000164694.17","protein_coding",-1.43891651379196,0.0317259140297317,0.452961910058967,"chr6","cg08397344","Island","TSS1500",-1.91634579779108,5.56537918103845e-06,0.00249840666163852,"Down","Hypo"
"629","FNDC1","ENSG00000164694.17","protein_coding",-1.43891651379196,0.0317259140297317,0.452961910058967,"chr6","cg13181026","OpenSea","3'UTR",-1.71566922850065,0.0152953559492884,0.29333612002385,"Down","Hypo"
"630","FNDC1","ENSG00000164694.17","protein_coding",-1.43891651379196,0.0317259140297317,0.452961910058967,"chr6","cg09107912","Island","TSS1500",-2.438919411157,0.00274959612115427,0.120192063249457,"Down","Hypo"
"631","FNDC1","ENSG00000164694.17","protein_coding",-1.43891651379196,0.0317259140297317,0.452961910058967,"chr6","cg09375620","Island","TSS1500",-1.63758922660015,0.0473738240278423,0.481681448897097,"Down","Hypo"
"632","FNDC1","ENSG00000164694.17","protein_coding",-1.43891651379196,0.0317259140297317,0.452961910058967,"chr6","cg08631819","N_Shore","TSS1500",-1.14282047130777,0.0199856811606101,0.331935831260629,"Down","Hypo"
"633","FOXF1","ENSG00000103241.7","protein_coding",2.06668399505109,1.45315142097938e-06,0.000877994088555741,"chr16","cg09338251","S_Shore","3'UTR",-1.35889249978064,0.0133262645096266,0.274156625688488,"Up","Hypo"
"634","FOXF1","ENSG00000103241.7","protein_coding",2.06668399505109,1.45315142097938e-06,0.000877994088555741,"chr16","cg00314966","Island","1stExon",-2.23601598904113,0.020950635404143,0.338716059431087,"Up","Hypo"
"635","FOXF1","ENSG00000103241.7","protein_coding",2.06668399505109,1.45315142097938e-06,0.000877994088555741,"chr16","cg25971347","Island","1stExon",-2.11199627351477,0.0280426211527566,0.385931373513972,"Up","Hypo"
"636","FOXF1","ENSG00000103241.7","protein_coding",2.06668399505109,1.45315142097938e-06,0.000877994088555741,"chr16","cg03697918","Island","Body",-1.50946480746548,0.021158659570425,0.340207490756855,"Up","Hypo"
"637","FOXF1","ENSG00000103241.7","protein_coding",2.06668399505109,1.45315142097938e-06,0.000877994088555741,"chr16","cg08142918","Island","Body",-1.61383750007077,0.00355051453835475,0.138389298559262,"Up","Hypo"
"638","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg15141195","S_Shore","Body",-1.09434625063418,0.0237333388746219,0.358409916700536,"Down","Hypo"
"639","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg03848675","Island","TSS1500",-1.65637236010288,0.0252934659859872,0.368754400422703,"Down","Hypo"
"640","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg10759602","Island","Body",-2.52564833835108,2.41783692121913e-07,0.000262775837404265,"Down","Hypo"
"641","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg16619978","N_Shore","TSS1500",-1.3253820039467,0.00697118489699141,0.197496126335991,"Down","Hypo"
"642","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg02490736","N_Shore","Body",-1.52317245892397,0.0329093450990088,0.414751362101172,"Down","Hypo"
"643","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg20457275","Island","Body",-2.21321084631714,1.95902900442244e-06,0.00121494272776019,"Down","Hypo"
"644","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg04094811","Island","Body",-1.80588541717254,0.00166403509858264,0.0912543867346925,"Down","Hypo"
"645","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg24151352","Island","1stExon",-3.00928967777184,0.00302169676303313,0.126630964801447,"Down","Hypo"
"646","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg26174583","N_Shore","Body",-1.94699688357508,0.00394557307741459,0.146104861840877,"Down","Hypo"
"647","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg09292226","N_Shore","Body",-1.58988122893727,0.00181290109193593,0.0956313794187468,"Down","Hypo"
"648","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg16945312","N_Shore","Body",-2.54791405400487,0.00351008815283025,0.137594102513078,"Down","Hypo"
"649","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg12221475","Island","1stExon",-2.13760161687403,0.0273369495957089,0.381588414936627,"Down","Hypo"
"650","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg04187121","N_Shore","TSS1500",-1.6184045843547,0.0100615320639281,0.238521985476666,"Down","Hypo"
"651","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg12835736","S_Shore","3'UTR",-1.69145761392102,0.00818324168108682,0.214952028727104,"Down","Hypo"
"652","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg02386403","Island","1stExon",-2.1471787719089,0.015051860805949,0.290741764105617,"Down","Hypo"
"653","FOXF2","ENSG00000137273.6","protein_coding",-2.3651028662044,4.64406796320455e-06,0.00191614781643764,"chr6","cg19519310","Island","TSS1500",-1.63665448377766,0.0364173852075981,0.433518047552276,"Down","Hypo"
"654","FRMD5","ENSG00000171877.21","protein_coding",-1.38819476573885,0.0269039009874483,0.422543326740629,"chr15","cg09824558","OpenSea","Body",-0.885151010568896,0.00872207701746749,0.221433147915185,"Down","Hypo"
"655","FXN","ENSG00000165060.15","protein_coding",-0.609840212257862,0.0196546846924651,0.372136745294036,"chr9","cg13671721","S_Shore","Body",-0.422282311095332,0.0469241917676064,0.47992530663122,"Down","Hypo"
"656","FZD6","ENSG00000164930.12","protein_coding",-1.2799619480997,0.0275982532522694,0.426831005503954,"chr8","cg03636082","OpenSea","3'UTR",-1.09430455199728,0.0133806688075722,0.274670256441581,"Down","Hypo"
"657","GAB2","ENSG00000033327.13","protein_coding",1.14806728734831,0.0102619065095452,0.280131502096409,"chr11","cg21886959","OpenSea","Body",-0.530758217479562,0.0359438919505375,0.430936608688198,"Up","Hypo"
"658","GAB2","ENSG00000033327.13","protein_coding",1.14806728734831,0.0102619065095452,0.280131502096409,"chr11","cg19173440","Island","1stExon",0.465925752700565,0.000587733003386321,0.0503128215807345,"Up","Hyper"
"659","GABRB2","ENSG00000145864.14","protein_coding",-2.94690088789148,0.000235098849684951,0.0355116812449118,"chr5","cg25986202","N_Shore","Body",-1.72185534950228,0.00806746239880674,0.213398335043709,"Down","Hypo"
"660","GABRB2","ENSG00000145864.14","protein_coding",-2.94690088789148,0.000235098849684951,0.0355116812449118,"chr5","cg00252615","S_Shore","TSS1500",-1.62907860078614,0.0426919847974316,0.46209984503864,"Down","Hypo"
"661","GABRB2","ENSG00000145864.14","protein_coding",-2.94690088789148,0.000235098849684951,0.0355116812449118,"chr5","cg21901643","N_Shore","Body",-2.48618707961186,0.00155595993617213,0.0878652956860291,"Down","Hypo"
"662","GABRB2","ENSG00000145864.14","protein_coding",-2.94690088789148,0.000235098849684951,0.0355116812449118,"chr5","cg01939681","Island","5'UTR",-2.03406186828338,0.0157500647229097,0.297620568071423,"Down","Hypo"
"663","GAL","ENSG00000069482.7","protein_coding",-2.94407819356989,0.00534754572699217,0.211636711457336,"chr11","cg23009355","Island","TSS1500",-1.79889399357801,0.0200812659911976,0.332422309621527,"Down","Hypo"
"664","GAL","ENSG00000069482.7","protein_coding",-2.94407819356989,0.00534754572699217,0.211636711457336,"chr11","cg02340541","Island","TSS1500",-1.74941090002085,0.0115101021376024,0.254957758767017,"Down","Hypo"
"665","GAL","ENSG00000069482.7","protein_coding",-2.94407819356989,0.00534754572699217,0.211636711457336,"chr11","cg19252741","S_Shelf","Body",-2.11455665178871,0.00151446110963699,0.0863265519868945,"Down","Hypo"
"666","GALM","ENSG00000143891.17","protein_coding",0.773886039546491,0.0365558298179084,0.479805192816371,"chr2","cg00359181","OpenSea","Body",-2.13179536998335,0.00870211687367157,0.221274753349551,"Up","Hypo"
"667","GALM","ENSG00000143891.17","protein_coding",0.773886039546491,0.0365558298179084,0.479805192816371,"chr2","cg23643435","OpenSea","5'UTR",-2.45388067138851,0.0120141400871878,0.260672868574533,"Up","Hypo"
"668","GALM","ENSG00000143891.17","protein_coding",0.773886039546491,0.0365558298179084,0.479805192816371,"chr2","cg05604112","OpenSea","5'UTR",-2.14928873451589,0.0483877662675738,0.485382773152997,"Up","Hypo"
"669","GALM","ENSG00000143891.17","protein_coding",0.773886039546491,0.0365558298179084,0.479805192816371,"chr2","cg05275752","OpenSea","TSS200",-2.08336652078653,0.0393809334095476,0.44727173687959,"Up","Hypo"
"670","GALM","ENSG00000143891.17","protein_coding",0.773886039546491,0.0365558298179084,0.479805192816371,"chr2","cg22860917","OpenSea","Body",1.28612830881376,0.0310435322019623,0.403893047122292,"Up","Hyper"
"671","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg26893605","OpenSea","Body",-1.47226934301043,0.0035961978645166,0.13934778097013,"Up","Hypo"
"672","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg07231053","OpenSea","Body",-1.00712959345485,0.00593440950694765,0.181944592067357,"Up","Hypo"
"673","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg15817769","OpenSea","Body",-1.309021820795,0.000884668309189732,0.0635290010430179,"Up","Hypo"
"674","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg16314254","OpenSea","Body",-1.08738941152646,0.0354629631302967,0.428721551608095,"Up","Hypo"
"675","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg26525772","OpenSea","Body",-1.38501924642507,0.000122951622808054,0.0193308041125389,"Up","Hypo"
"676","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg12449515","OpenSea","Body",-0.501129476937634,0.0154420391303499,0.294810112094271,"Up","Hypo"
"677","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg16246661","OpenSea","Body",-1.236901544977,0.000483698744799138,0.0449940497479621,"Up","Hypo"
"678","GALNT2","ENSG00000143641.10","protein_coding",0.858576146445547,0.00440030902495188,0.194432016972683,"chr1","cg16698674","OpenSea","Body",-0.871005584078037,0.00656487844825323,0.191444077763111,"Up","Hypo"
"679","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg26846409","Island","Body",-1.18890596333934,0.00521381768718578,0.169895785586282,"Up","Hypo"
"680","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg09950370","S_Shore","Body",-1.39229991307913,0.0248090382518176,0.366013693187691,"Up","Hypo"
"681","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg11132979","N_Shelf","Body",-1.29138124283259,0.0422112694772391,0.459788077130234,"Up","Hypo"
"682","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg00902636","Island","1stExon",-1.578105700339,0.0285423538593761,0.388968578148941,"Up","Hypo"
"683","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg20521389","Island","Body",-2.22047290793954,0.0300002639353059,0.397695381933157,"Up","Hypo"
"684","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg04302570","Island","Body",-1.07840181178596,0.0293092802195241,0.393526185733341,"Up","Hypo"
"685","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg03330485","Island","TSS1500",-2.16714279406666,0.000408552876713539,0.040890013305455,"Up","Hypo"
"686","GFRA2","ENSG00000168546.11","protein_coding",1.38506063025068,0.027881213203419,0.428736968536676,"chr8","cg00137611","N_Shore","Body",-1.0455272315338,0.0444017859612242,0.469589333009889,"Up","Hypo"
"687","GGT7","ENSG00000131067.17","protein_coding",1.13546956453469,0.00156988912170427,0.110853733771771,"chr20","cg19481439","S_Shore","Body",-0.483091860273974,0.00923131167876129,0.228148971050229,"Up","Hypo"
"688","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg08307963","OpenSea","TSS200",-1.82753355936315,0.00188865266409201,0.097831677406971,"Down","Hypo"
"689","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg26191449","OpenSea","TSS200",-0.986018626301244,0.0279095237970567,0.385062222493651,"Down","Hypo"
"690","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg11423701","OpenSea","TSS1500",-0.984482084799567,0.0455025107264803,0.474580489215579,"Down","Hypo"
"691","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg21267551","OpenSea","5'UTR",-1.03927765484318,0.0266217281148039,0.377133034494504,"Down","Hypo"
"692","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg11787626","OpenSea","5'UTR",-1.1640322930914,0.0450372067579679,0.472471419190143,"Down","Hypo"
"693","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg27546670","OpenSea","TSS1500",-1.75942958046303,0.0109676677929325,0.249298585544758,"Down","Hypo"
"694","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg02173484","OpenSea","5'UTR",-1.84148635814721,0.000464829588592457,0.044090496175593,"Down","Hypo"
"695","GJA5","ENSG00000265107.3","protein_coding",-1.4897663058199,0.00474845317469183,0.202354102547276,"chr1","cg17941330","OpenSea","TSS200",-1.71843142408374,0.00237416754199368,0.111303299625236,"Down","Hypo"
"696","GJB2","ENSG00000165474.8","protein_coding",-4.80004548571123,3.69193657953151e-05,0.00883652650716143,"chr13","cg17967059","N_Shelf","Body",-1.77089707376772,0.00270189032471309,0.118930242498596,"Down","Hypo"
"697","GJB2","ENSG00000165474.8","protein_coding",-4.80004548571123,3.69193657953151e-05,0.00883652650716143,"chr13","cg06705004","N_Shelf","Body",-0.95833016035037,0.0183633199565293,0.319073547099858,"Down","Hypo"
"698","GJB2","ENSG00000165474.8","protein_coding",-4.80004548571123,3.69193657953151e-05,0.00883652650716143,"chr13","cg11381282","N_Shelf","Body",-2.37591531344827,0.000202933276449387,0.0264765642437625,"Down","Hypo"
"699","GJB5","ENSG00000189280.3","protein_coding",-2.08019836703706,0.0471378674679862,0.522570182665405,"chr1","cg12405421","OpenSea","5'UTR",-0.618102075438944,0.00262087171864326,0.11715188440417,"Down","Hypo"
"700","GJC1","ENSG00000182963.11","protein_coding",-0.999893141719224,0.0246397259653654,0.405839337335373,"chr17","cg13097433","OpenSea","3'UTR",-1.39302508097513,0.000454067860811438,0.0434069745404451,"Down","Hypo"
"701","GJC1","ENSG00000182963.11","protein_coding",-0.999893141719224,0.0246397259653654,0.405839337335373,"chr17","cg02255892","S_Shore","TSS1500",-1.24991753556672,0.0147329465087874,0.28762562261092,"Down","Hypo"
"702","GJD3","ENSG00000183153.7","protein_coding",1.1873130490825,0.00291862585753728,0.157919439682749,"chr17","cg05347914","S_Shore","TSS200",-0.725278311929661,0.0180040704325256,0.316227560942166,"Up","Hypo"
"703","GJD3","ENSG00000183153.7","protein_coding",1.1873130490825,0.00291862585753728,0.157919439682749,"chr17","cg02216727","S_Shore","1stExon",-1.46053960429688,1.85746674484596e-08,3.65502397406514e-05,"Up","Hypo"
"704","GJD3","ENSG00000183153.7","protein_coding",1.1873130490825,0.00291862585753728,0.157919439682749,"chr17","cg00994896","Island","1stExon",0.562671263955237,0.031099532317337,0.40413445035083,"Up","Hyper"
"705","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg17904129","OpenSea","5'UTR",-0.698140845571652,0.0373898133502699,0.438090430692014,"Down","Hypo"
"706","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg06941093","N_Shelf","5'UTR",-0.841839402113528,0.0152421263453156,0.292733204065804,"Down","Hypo"
"707","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg19403720","OpenSea","5'UTR",-1.00276250394652,0.0108820052105826,0.248267899301789,"Down","Hypo"
"708","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg09255142","OpenSea","5'UTR",-1.03898079370065,0.0288589121429596,0.391100652723309,"Down","Hypo"
"709","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg03936054","OpenSea","Body",-1.44431042277112,0.000498749380941154,0.0457482141442705,"Down","Hypo"
"710","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg04162383","OpenSea","Body",-1.38902471599709,0.00131617272865574,0.0796367996318675,"Down","Hypo"
"711","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg10962490","OpenSea","5'UTR",-1.05879694327129,0.0043826392750546,0.154671501045901,"Down","Hypo"
"712","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg21812476","OpenSea","Body",-1.35017615126782,0.0121151701205784,0.261731318832654,"Down","Hypo"
"713","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg23174919","OpenSea","Body",1.16866341586854,0.0445188942098301,0.470058831814715,"Down","Hyper"
"714","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg17833902","OpenSea","5'UTR",-1.52298463206187,0.00105732823502536,0.0702926197937575,"Down","Hypo"
"715","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg18787908","OpenSea","Body",-0.773685500997883,0.0184880141843026,0.320028253060377,"Down","Hypo"
"716","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg20253268","OpenSea","Body",-1.49842270223534,0.00428909999817293,0.153037261146497,"Down","Hypo"
"717","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg18767735","N_Shelf","TSS1500",-0.94171281520658,0.0253175733992254,0.368887708246098,"Down","Hypo"
"718","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg26247087","OpenSea","5'UTR",-1.20849773895718,0.000608343376744598,0.0512170348297357,"Down","Hypo"
"719","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg23219046","OpenSea","5'UTR",-1.05500035175181,0.0144172424554949,0.284421882120892,"Down","Hypo"
"720","GLIS1","ENSG00000174332.5","protein_coding",-2.82639667032846,6.53286364918151e-06,0.00246697263552217,"chr1","cg06806477","OpenSea","Body",-1.07740645637224,0.00013467616486271,0.0205208834362587,"Down","Hypo"
"721","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg23053961","S_Shore","TSS1500",-1.81222231359226,0.001382420114231,0.0820644716711048,"Down","Hypo"
"722","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg13749266","OpenSea","Body",-0.971728519393776,0.0480680857157599,0.483873363837039,"Down","Hypo"
"723","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg09386615","OpenSea","Body",-1.03216931627612,0.0424466728461613,0.460902135559385,"Down","Hypo"
"724","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg13770114","OpenSea","Body",-1.87946845418362,0.00167726629263344,0.0916636264479254,"Down","Hypo"
"725","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg14325112","N_Shelf","Body",-1.46181484075029,0.0451854090949451,0.473200770117294,"Down","Hypo"
"726","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg06935438","N_Shore","Body",-1.54298878258092,0.020025584449364,0.332195393681802,"Down","Hypo"
"727","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg04010205","Island","Body",-0.87226380794018,0.0406406041947235,0.452694805079349,"Down","Hypo"
"728","GLIS3","ENSG00000107249.23","protein_coding",-1.38173257072238,0.0286849203700573,0.435862668161732,"chr9","cg14066405","OpenSea","Body",-1.20089856656375,0.017931250196628,0.315774299477356,"Down","Hypo"
"729","GLP1R","ENSG00000112164.6","protein_coding",-3.12575988418726,0.0007301018276348,0.0707691215385475,"chr6","cg05924652","Island","TSS200",-2.1180384676559,0.0471568500379988,0.480669992514838,"Down","Hypo"
"730","GLP1R","ENSG00000112164.6","protein_coding",-3.12575988418726,0.0007301018276348,0.0707691215385475,"chr6","cg11040394","S_Shelf","Body",-0.853780102625202,0.0352096095574286,0.427192806462819,"Down","Hypo"
"731","GLP1R","ENSG00000112164.6","protein_coding",-3.12575988418726,0.0007301018276348,0.0707691215385475,"chr6","cg15309004","OpenSea","Body",-0.827215230784343,0.0488481250469813,0.487401979103854,"Down","Hypo"
"732","GLP1R","ENSG00000112164.6","protein_coding",-3.12575988418726,0.0007301018276348,0.0707691215385475,"chr6","cg06629734","S_Shore","Body",-1.71875170600414,0.0158525412522492,0.298565824892622,"Down","Hypo"
"733","GLT8D2","ENSG00000120820.12","protein_coding",-1.67066137886798,0.0069910950554228,0.245413688434308,"chr12","cg25714326","OpenSea","Body",-1.03769984860778,0.0211732422188086,0.340284027515449,"Down","Hypo"
"734","GLYCTK","ENSG00000168237.18","protein_coding",0.62203676041027,0.0287104902509137,0.435862668161732,"chr3","cg18560264","S_Shelf","Body",-1.28946669742216,0.000539028774767079,0.0477124289331784,"Up","Hypo"
"735","GLYCTK","ENSG00000168237.18","protein_coding",0.62203676041027,0.0287104902509137,0.435862668161732,"chr3","cg18536327","OpenSea","Body",-0.489805814882665,0.0121790810789383,0.262369391274469,"Up","Hypo"
"736","GLYCTK","ENSG00000168237.18","protein_coding",0.62203676041027,0.0287104902509137,0.435862668161732,"chr3","cg25198967","S_Shelf","Body",-0.537878261055635,0.00366411977118162,0.140807187838011,"Up","Hypo"
"737","GLYCTK","ENSG00000168237.18","protein_coding",0.62203676041027,0.0287104902509137,0.435862668161732,"chr3","cg04350287","OpenSea","Body",-0.491037684137142,0.0478727920363535,0.482967180744262,"Up","Hypo"
"738","GNAI3","ENSG00000065135.12","protein_coding",-0.490971350241199,0.00670174422884042,0.241023444230082,"chr1","cg07838205","Island","TSS200",0.336508812750206,0.0492597635348865,0.48901261841597,"Down","Hyper"
"739","GPNMB","ENSG00000136235.17","protein_coding",-1.05915608050295,0.0173376947713725,0.351918315146582,"chr7","cg23457280","OpenSea","Body",-1.54102727599608,0.00646581581528816,0.190221673030084,"Down","Hypo"
"740","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg11552903","S_Shore","Body",-1.60324234619077,0.000398753504488305,0.0404238126153075,"Down","Hypo"
"741","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg18444763","S_Shore","Body",-1.2622433235879,0.005945144170638,0.182083527271958,"Down","Hypo"
"742","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg02552292","Island","Body",-1.43000235157129,0.0130653389827633,0.271704360530762,"Down","Hypo"
"743","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg08104981","Island","Body",-1.6450707280131,6.77475705898404e-05,0.0133440065314046,"Down","Hypo"
