"GeneSymbol","chr","Aberration","q-value","AberrantRegion","GeneRegion"
"RP11-216M21.1",9,"Amp",0.188822488192538,"9:61521913-1","9:42250840-42251545"
"RP11-216M21.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42266980-42267558"
"RP11-216M21.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42266980-42267558"
"RP11-216M21.5",9,"Amp",0.188822488192538,"9:66189025-1","9:42275939-42298165"
"RP11-216M21.5",9,"Amp",0.188822488192538,"9:61521913-1","9:42275939-42298165"
"RP11-216M21.4",9,"Amp",0.188822488192538,"9:66189025-1","9:42276765-42277236"
"RP11-216M21.4",9,"Amp",0.188822488192538,"9:61521913-1","9:42276765-42277236"
"RP11-216M21.6",9,"Amp",0.188822488192538,"9:66189025-1","9:42312410-42316345"
"RP11-216M21.6",9,"Amp",0.188822488192538,"9:61521913-1","9:42312410-42316345"
"MEP1AP1",9,"Amp",0.188822488192538,"9:66189025-1","9:42332815-42338938"
"MEP1AP1",9,"Amp",0.188822488192538,"9:61521913-1","9:42332815-42338938"
"RP11-216M21.7",9,"Amp",0.188822488192538,"9:66189025-1","9:42363048-42367092"
"RP11-216M21.7",9,"Amp",0.188822488192538,"9:61521913-1","9:42363048-42367092"
"ANKRD20A2",9,"Amp",0.188822488192538,"9:66189025-1","9:42368303-42411410"
"ANKRD20A2",9,"Amp",0.188822488192538,"9:61521913-1","9:42368303-42411410"
"ANKRD20A2",9,"Amp",0.188822488192538,"9:66189025-1","9:42368303-42411410"
"ANKRD20A2",9,"Amp",0.188822488192538,"9:61521913-1","9:42368303-42411410"
"RNU6-1269P",9,"Amp",0.188822488192538,"9:66189025-1","9:42378941-42379047"
"RNU6-1269P",9,"Amp",0.188822488192538,"9:61521913-1","9:42378941-42379047"
"RP11-146D12.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42409989-42474239"
"RP11-146D12.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42409989-42474239"
"RP11-146D12.6",9,"Amp",0.188822488192538,"9:66189025-1","9:42436293-42436520"
"RP11-146D12.6",9,"Amp",0.188822488192538,"9:61521913-1","9:42436293-42436520"
"SNX18P8",9,"Amp",0.188822488192538,"9:66189025-1","9:42438100-42438973"
"SNX18P8",9,"Amp",0.188822488192538,"9:61521913-1","9:42438100-42438973"
"FAM95B1",9,"Amp",0.188822488192538,"9:66189025-1","9:42466317-42474239"
"FAM95B1",9,"Amp",0.188822488192538,"9:61521913-1","9:42466317-42474239"
"FAM95B1",9,"Amp",0.188822488192538,"9:66189025-1","9:42466317-42474239"
"FAM95B1",9,"Amp",0.188822488192538,"9:61521913-1","9:42466317-42474239"
"RP11-146D12.5",9,"Amp",0.188822488192538,"9:66189025-1","9:42478013-42478478"
"RP11-146D12.5",9,"Amp",0.188822488192538,"9:61521913-1","9:42478013-42478478"
"CNN2P2",9,"Amp",0.188822488192538,"9:66189025-1","9:42491162-42492070"
"CNN2P2",9,"Amp",0.188822488192538,"9:61521913-1","9:42491162-42492070"
"RP11-341A11.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42493617-42494809"
"RP11-341A11.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42493617-42494809"
"AL591471.1",9,"Amp",0.188822488192538,"9:66189025-1","9:42579907-42579973"
"AL591471.1",9,"Amp",0.188822488192538,"9:61521913-1","9:42579907-42579973"
"CBWD7",9,"Amp",0.188822488192538,"9:66189025-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:61521913-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:66189025-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:61521913-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:66189025-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:61521913-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:66189025-1","9:42668608-42714962"
"CBWD7",9,"Amp",0.188822488192538,"9:61521913-1","9:42668608-42714962"
"FOXD4L2",9,"Amp",0.188822488192538,"9:66189025-1","9:42717234-42720342"
"FOXD4L2",9,"Amp",0.188822488192538,"9:61521913-1","9:42717234-42720342"
"FOXD4L2",9,"Amp",0.188822488192538,"9:66189025-1","9:42717234-42720342"
"FOXD4L2",9,"Amp",0.188822488192538,"9:61521913-1","9:42717234-42720342"
"IGKV1OR9-2",9,"Amp",0.188822488192538,"9:66189025-1","9:42751727-42752381"
"IGKV1OR9-2",9,"Amp",0.188822488192538,"9:61521913-1","9:42751727-42752381"
"AC129778.5",9,"Amp",0.188822488192538,"9:66189025-1","9:42779314-42779707"
"AC129778.5",9,"Amp",0.188822488192538,"9:61521913-1","9:42779314-42779707"
"MTND1P12",9,"Amp",0.188822488192538,"9:66189025-1","9:42779843-42779998"
"MTND1P12",9,"Amp",0.188822488192538,"9:61521913-1","9:42779843-42779998"
"BMS1P14",9,"Amp",0.188822488192538,"9:66189025-1","9:42808660-42812274"
"BMS1P14",9,"Amp",0.188822488192538,"9:61521913-1","9:42808660-42812274"
"AC129778.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:66189025-1","9:42845768-42859085"
"AC129778.2",9,"Amp",0.188822488192538,"9:61521913-1","9:42845768-42859085"
"AQP7P3",9,"Amp",0.188822488192538,"9:66189025-1","9:42858072-42876505"
"AQP7P3",9,"Amp",0.188822488192538,"9:61521913-1","9:42858072-42876505"
"RP11-15E1.3",9,"Amp",0.188822488192538,"9:66189025-1","9:43007105-43008297"
"RP11-15E1.3",9,"Amp",0.188822488192538,"9:61521913-1","9:43007105-43008297"
"RP11-399F4.2",9,"Amp",0.188822488192538,"9:66189025-1","9:43009842-43010747"
"RP11-399F4.2",9,"Amp",0.188822488192538,"9:61521913-1","9:43009842-43010747"
"CYP4F59P",9,"Amp",0.188822488192538,"9:66189025-1","9:43027748-43032877"
"CYP4F59P",9,"Amp",0.188822488192538,"9:61521913-1","9:43027748-43032877"
"SNX18P4",9,"Amp",0.188822488192538,"9:66189025-1","9:43062929-43063757"
"SNX18P4",9,"Amp",0.188822488192538,"9:61521913-1","9:43062929-43063757"
"ANKRD20A3",9,"Amp",0.188822488192538,"9:66189025-1","9:43064966-43133544"
"ANKRD20A3",9,"Amp",0.188822488192538,"9:61521913-1","9:43064966-43133544"
"RP11-327I22.1",9,"Amp",0.188822488192538,"9:66189025-1","9:43065382-43065609"
"RP11-327I22.1",9,"Amp",0.188822488192538,"9:61521913-1","9:43065382-43065609"
"RP11-327I22.4",9,"Amp",0.188822488192538,"9:66189025-1","9:43102670-43113526"
"RP11-327I22.4",9,"Amp",0.188822488192538,"9:61521913-1","9:43102670-43113526"
"RNU6-538P",9,"Amp",0.188822488192538,"9:66189025-1","9:43122799-43122905"
"RNU6-538P",9,"Amp",0.188822488192538,"9:61521913-1","9:43122799-43122905"
"AL513478.1",9,"Amp",0.188822488192538,"9:66189025-1","9:43135095-43135514"
"AL513478.1",9,"Amp",0.188822488192538,"9:61521913-1","9:43135095-43135514"
"RP11-327I22.6",9,"Amp",0.188822488192538,"9:66189025-1","9:43140537-43142739"
"RP11-327I22.6",9,"Amp",0.188822488192538,"9:61521913-1","9:43140537-43142739"
"RP11-327I22.6",9,"Amp",0.188822488192538,"9:66189025-1","9:43140537-43142739"
"RP11-327I22.6",9,"Amp",0.188822488192538,"9:61521913-1","9:43140537-43142739"
"RP11-327I22.5",9,"Amp",0.188822488192538,"9:66189025-1","9:43144980-43160008"
"RP11-327I22.5",9,"Amp",0.188822488192538,"9:61521913-1","9:43144980-43160008"
"MEP1AP3",9,"Amp",0.188822488192538,"9:66189025-1","9:43162901-43169024"
"MEP1AP3",9,"Amp",0.188822488192538,"9:61521913-1","9:43162901-43169024"
"RP11-327I22.8",9,"Amp",0.188822488192538,"9:66189025-1","9:43184068-43189411"
"RP11-327I22.8",9,"Amp",0.188822488192538,"9:61521913-1","9:43184068-43189411"
"BX649597.1",9,"Amp",0.188822488192538,"9:66189025-1","9:43313699-43314502"
"BX649597.1",9,"Amp",0.188822488192538,"9:61521913-1","9:43313699-43314502"
"RP11-186G6.5",9,"Amp",0.188822488192538,"9:66189025-1","9:43318619-43319576"
"RP11-186G6.5",9,"Amp",0.188822488192538,"9:61521913-1","9:43318619-43319576"
"ATP5A1P5",9,"Amp",0.188822488192538,"9:66189025-1","9:43399987-43401315"
"ATP5A1P5",9,"Amp",0.188822488192538,"9:61521913-1","9:43399987-43401315"
"BX649597.3",9,"Amp",0.188822488192538,"9:66189025-1","9:43403148-43403646"
"BX649597.3",9,"Amp",0.188822488192538,"9:61521913-1","9:43403148-43403646"
"BX649597.4",9,"Amp",0.188822488192538,"9:66189025-1","9:43425713-43427044"
"BX649597.4",9,"Amp",0.188822488192538,"9:61521913-1","9:43425713-43427044"
"RP11-366N18.2",9,"Amp",0.188822488192538,"9:66189025-1","9:43617727-43618056"
"RP11-366N18.2",9,"Amp",0.188822488192538,"9:61521913-1","9:43617727-43618056"
"SPATA31A6",9,"Amp",0.188822488192538,"9:66189025-1","9:43624507-43630730"
"SPATA31A6",9,"Amp",0.188822488192538,"9:61521913-1","9:43624507-43630730"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:66189025-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:61521913-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:66189025-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:61521913-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:66189025-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:61521913-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:66189025-1","9:43684902-43924049"
"CNTNAP3B",9,"Amp",0.188822488192538,"9:61521913-1","9:43684902-43924049"
"RN7SL343P",9,"Amp",0.188822488192538,"9:66189025-1","9:43802781-43803039"
"RN7SL343P",9,"Amp",0.188822488192538,"9:61521913-1","9:43802781-43803039"
"RP11-24B13.2",9,"Amp",0.188822488192538,"9:66189025-1","9:43830636-43835037"
"RP11-24B13.2",9,"Amp",0.188822488192538,"9:61521913-1","9:43830636-43835037"
"RP11-24B13.1",9,"Amp",0.188822488192538,"9:66189025-1","9:43838621-43840027"
"RP11-24B13.1",9,"Amp",0.188822488192538,"9:61521913-1","9:43838621-43840027"
"CNN2P4",9,"Amp",0.188822488192538,"9:66189025-1","9:43997830-43998733"
"CNN2P4",9,"Amp",0.188822488192538,"9:61521913-1","9:43997830-43998733"
"CR848007.5",9,"Amp",0.188822488192538,"9:66189025-1","9:44011053-44011839"
"CR848007.5",9,"Amp",0.188822488192538,"9:61521913-1","9:44011053-44011839"
"CYP4F60P",9,"Amp",0.188822488192538,"9:66189025-1","9:44019596-44020591"
"CYP4F60P",9,"Amp",0.188822488192538,"9:61521913-1","9:44019596-44020591"
"SNX18P5",9,"Amp",0.188822488192538,"9:66189025-1","9:44046989-44047817"
"SNX18P5",9,"Amp",0.188822488192538,"9:61521913-1","9:44046989-44047817"
"CR848007.2",9,"Amp",0.188822488192538,"9:66189025-1","9:44051024-44069881"
"CR848007.2",9,"Amp",0.188822488192538,"9:61521913-1","9:44051024-44069881"
"ANKRD20A7P",9,"Amp",0.188822488192538,"9:66189025-1","9:44076368-44118444"
"ANKRD20A7P",9,"Amp",0.188822488192538,"9:61521913-1","9:44076368-44118444"
"RNU6-599P",9,"Amp",0.188822488192538,"9:66189025-1","9:44107813-44107919"
"RNU6-599P",9,"Amp",0.188822488192538,"9:61521913-1","9:44107813-44107919"
"MEP1AP4",9,"Amp",0.188822488192538,"9:66189025-1","9:44147906-44154014"
"MEP1AP4",9,"Amp",0.188822488192538,"9:61521913-1","9:44147906-44154014"
"BX649563.4",9,"Amp",0.188822488192538,"9:66189025-1","9:44170447-44175727"
"BX649563.4",9,"Amp",0.188822488192538,"9:61521913-1","9:44170447-44175727"
"RP11-175I6.5",9,"Amp",0.188822488192538,"9:66189025-1","9:44256580-44263319"
"RP11-175I6.5",9,"Amp",0.188822488192538,"9:61521913-1","9:44256580-44263319"
"BX005214.1",9,"Amp",0.188822488192538,"9:66189025-1","9:44302232-44303807"
"BX005214.1",9,"Amp",0.188822488192538,"9:61521913-1","9:44302232-44303807"
"BX088651.2",9,"Amp",0.188822488192538,"9:66189025-1","9:44325916-44326077"
"BX088651.2",9,"Amp",0.188822488192538,"9:61521913-1","9:44325916-44326077"
"RP11-475I24.7",9,"Amp",0.188822488192538,"9:66189025-1","9:44333923-44334382"
"RP11-475I24.7",9,"Amp",0.188822488192538,"9:61521913-1","9:44333923-44334382"
"RP11-475I24.1",9,"Amp",0.188822488192538,"9:66189025-1","9:44343366-44345689"
"RP11-475I24.1",9,"Amp",0.188822488192538,"9:61521913-1","9:44343366-44345689"
"RP11-475I24.8",9,"Amp",0.188822488192538,"9:66189025-1","9:44384585-44391705"
"RP11-475I24.8",9,"Amp",0.188822488192538,"9:61521913-1","9:44384585-44391705"
"RP11-475I24.8",9,"Amp",0.188822488192538,"9:66189025-1","9:44384585-44391705"
"RP11-475I24.8",9,"Amp",0.188822488192538,"9:61521913-1","9:44384585-44391705"
"BX088651.1",9,"Amp",0.188822488192538,"9:66189025-1","9:44400717-44402427"
"BX088651.1",9,"Amp",0.188822488192538,"9:61521913-1","9:44400717-44402427"
"RP11-475I24.3",9,"Amp",0.188822488192538,"9:66189025-1","9:44401766-44404440"
"RP11-475I24.3",9,"Amp",0.188822488192538,"9:61521913-1","9:44401766-44404440"
"RBPJP6",9,"Amp",0.188822488192538,"9:66189025-1","9:44471985-44473415"
"RBPJP6",9,"Amp",0.188822488192538,"9:61521913-1","9:44471985-44473415"
"RP11-475I24.6",9,"Amp",0.188822488192538,"9:66189025-1","9:44477549-44478456"
"RP11-475I24.6",9,"Amp",0.188822488192538,"9:61521913-1","9:44477549-44478456"
"ATP5A1P6",9,"Amp",0.188822488192538,"9:66189025-1","9:44558938-44560285"
"ATP5A1P6",9,"Amp",0.188822488192538,"9:61521913-1","9:44558938-44560285"
"AL162415.4",9,"Amp",0.188822488192538,"9:66189025-1","9:44562093-44562588"
"AL162415.4",9,"Amp",0.188822488192538,"9:61521913-1","9:44562093-44562588"
"AL162415.2",9,"Amp",0.188822488192538,"9:66189025-1","9:44584983-44586314"
"AL162415.2",9,"Amp",0.188822488192538,"9:61521913-1","9:44584983-44586314"
"AL162415.1",9,"Amp",0.188822488192538,"9:66189025-1","9:44672800-44676450"
"AL162415.1",9,"Amp",0.188822488192538,"9:61521913-1","9:44672800-44676450"
"RP11-160N1.9",9,"Amp",0.188822488192538,"9:66189025-1","9:44823714-44835521"
"RP11-160N1.9",9,"Amp",0.188822488192538,"9:61521913-1","9:44823714-44835521"
"Y_RNA",9,"Amp",0.188822488192538,"9:66189025-1","9:44850221-44850332"
"Y_RNA",9,"Amp",0.188822488192538,"9:61521913-1","9:44850221-44850332"
"RP11-160N1.10",9,"Amp",0.188822488192538,"9:66189025-1","9:44867571-44870528"
"RP11-160N1.10",9,"Amp",0.188822488192538,"9:61521913-1","9:44867571-44870528"
"RP11-160N1.8",9,"Amp",0.188822488192538,"9:66189025-1","9:44873417-44874226"
"RP11-160N1.8",9,"Amp",0.188822488192538,"9:61521913-1","9:44873417-44874226"
"FAM27C",9,"Amp",0.188822488192538,"9:66189025-1","9:44990314-44991483"
"FAM27C",9,"Amp",0.188822488192538,"9:61521913-1","9:44990314-44991483"
"FAM27E4",9,"Amp",0.188822488192538,"9:66189025-1","9:44997777-44999352"
"FAM27E4",9,"Amp",0.188822488192538,"9:61521913-1","9:44997777-44999352"
"FAM27E4",9,"Amp",0.188822488192538,"9:66189025-1","9:44997777-44999352"
"FAM27E4",9,"Amp",0.188822488192538,"9:61521913-1","9:44997777-44999352"
"FAM27E4",9,"Amp",0.188822488192538,"9:66189025-1","9:44997777-44999352"
"FAM27E4",9,"Amp",0.188822488192538,"9:61521913-1","9:44997777-44999352"
"RP11-374M1.7",9,"Amp",0.188822488192538,"9:66189025-1","9:44998000-44998719"
"RP11-374M1.7",9,"Amp",0.188822488192538,"9:61521913-1","9:44998000-44998719"
"RP11-374M1.5",9,"Amp",0.188822488192538,"9:66189025-1","9:45001907-45003117"
"RP11-374M1.5",9,"Amp",0.188822488192538,"9:61521913-1","9:45001907-45003117"
"RP11-374M1.4",9,"Amp",0.188822488192538,"9:66189025-1","9:45004879-45023236"
"RP11-374M1.4",9,"Amp",0.188822488192538,"9:61521913-1","9:45004879-45023236"
"Y_RNA",9,"Amp",0.188822488192538,"9:66189025-1","9:45019792-45019903"
"Y_RNA",9,"Amp",0.188822488192538,"9:61521913-1","9:45019792-45019903"
"RP11-374M1.3",9,"Amp",0.188822488192538,"9:66189025-1","9:45034957-45047145"
"RP11-374M1.3",9,"Amp",0.188822488192538,"9:61521913-1","9:45034957-45047145"
"RP11-374M1.2",9,"Amp",0.188822488192538,"9:66189025-1","9:45108392-45112532"
"RP11-374M1.2",9,"Amp",0.188822488192538,"9:61521913-1","9:45108392-45112532"
"RP11-449H15.2",9,"Amp",0.188822488192538,"9:66189025-1","9:45164578-45212501"
"RP11-449H15.2",9,"Amp",0.188822488192538,"9:61521913-1","9:45164578-45212501"
"CDK2AP2P1",9,"Amp",0.188822488192538,"9:66189025-1","9:45363481-45363852"
"CDK2AP2P1",9,"Amp",0.188822488192538,"9:61521913-1","9:45363481-45363852"
"MYO5BP1",9,"Amp",0.188822488192538,"9:66189025-1","9:45375910-45377188"
"MYO5BP1",9,"Amp",0.188822488192538,"9:61521913-1","9:45375910-45377188"
"RP11-187C18.5",9,"Amp",0.188822488192538,"9:66189025-1","9:45393845-45415976"
"RP11-187C18.5",9,"Amp",0.188822488192538,"9:61521913-1","9:45393845-45415976"
"RP11-187C18.4",9,"Amp",0.188822488192538,"9:66189025-1","9:45424050-45424634"
"RP11-187C18.4",9,"Amp",0.188822488192538,"9:61521913-1","9:45424050-45424634"
"AL354718.1",9,"Amp",0.188822488192538,"9:66189025-1","9:45441273-45441542"
"AL354718.1",9,"Amp",0.188822488192538,"9:61521913-1","9:45441273-45441542"
"RP11-187C18.2",9,"Amp",0.188822488192538,"9:66189025-1","9:45484572-45488153"
"RP11-187C18.2",9,"Amp",0.188822488192538,"9:61521913-1","9:45484572-45488153"
"RP11-187C18.3",9,"Amp",0.188822488192538,"9:66189025-1","9:45562979-45563576"
"RP11-187C18.3",9,"Amp",0.188822488192538,"9:61521913-1","9:45562979-45563576"
"RP11-266E16.1",9,"Amp",0.188822488192538,"9:66189025-1","9:45656241-45656586"
"RP11-266E16.1",9,"Amp",0.188822488192538,"9:61521913-1","9:45656241-45656586"
"RN7SL565P",9,"Amp",0.188822488192538,"9:66189025-1","9:45661987-45662268"
"RN7SL565P",9,"Amp",0.188822488192538,"9:61521913-1","9:45661987-45662268"
"FAM27A",9,"Amp",0.188822488192538,"9:66189025-1","9:45727107-45728274"
"FAM27A",9,"Amp",0.188822488192538,"9:61521913-1","9:45727107-45728274"
"RP11-7G23.4",9,"Amp",0.188822488192538,"9:66189025-1","9:45729709-45730417"
"RP11-7G23.4",9,"Amp",0.188822488192538,"9:61521913-1","9:45729709-45730417"
"RP11-7G23.8",9,"Amp",0.188822488192538,"9:66189025-1","9:45733441-45734160"
"RP11-7G23.8",9,"Amp",0.188822488192538,"9:61521913-1","9:45733441-45734160"
"FAM27E2",9,"Amp",0.188822488192538,"9:66189025-1","9:45733559-45734896"
"FAM27E2",9,"Amp",0.188822488192538,"9:61521913-1","9:45733559-45734896"
"RP11-7G23.5",9,"Amp",0.188822488192538,"9:66189025-1","9:45737473-45738490"
"RP11-7G23.5",9,"Amp",0.188822488192538,"9:61521913-1","9:45737473-45738490"
"Y_RNA",9,"Amp",0.188822488192538,"9:66189025-1","9:45755239-45755350"
"Y_RNA",9,"Amp",0.188822488192538,"9:61521913-1","9:45755239-45755350"
"RP11-436G20.1",9,"Amp",0.188822488192538,"9:66189025-1","9:45949232-45949823"
"RP11-436G20.1",9,"Amp",0.188822488192538,"9:61521913-1","9:45949232-45949823"
"RP11-157L3.3",9,"Amp",0.188822488192538,"9:66189025-1","9:46042425-46042722"
"RP11-157L3.3",9,"Amp",0.188822488192538,"9:61521913-1","9:46042425-46042722"
"SNORA70",9,"Amp",0.188822488192538,"9:66189025-1","9:46042781-46042875"
"SNORA70",9,"Amp",0.188822488192538,"9:61521913-1","9:46042781-46042875"
"RN7SL722P",9,"Amp",0.188822488192538,"9:66189025-1","9:46048172-46048453"
"RN7SL722P",9,"Amp",0.188822488192538,"9:61521913-1","9:46048172-46048453"
"RP11-157L3.4",9,"Amp",0.188822488192538,"9:66189025-1","9:46113699-46114039"
"RP11-157L3.4",9,"Amp",0.188822488192538,"9:61521913-1","9:46113699-46114039"
"RP11-157L3.2",9,"Amp",0.188822488192538,"9:66189025-1","9:46117172-46117907"
"RP11-157L3.2",9,"Amp",0.188822488192538,"9:61521913-1","9:46117172-46117907"
"RP11-157L3.5",9,"Amp",0.188822488192538,"9:66189025-1","9:46117312-46117651"
"RP11-157L3.5",9,"Amp",0.188822488192538,"9:61521913-1","9:46117312-46117651"
"RP11-157L3.1",9,"Amp",0.188822488192538,"9:66189025-1","9:46121006-46121348"
"RP11-157L3.1",9,"Amp",0.188822488192538,"9:61521913-1","9:46121006-46121348"
"Y_RNA",9,"Amp",0.188822488192538,"9:66189025-1","9:46141564-46141675"
"Y_RNA",9,"Amp",0.188822488192538,"9:61521913-1","9:46141564-46141675"
"RP11-157L3.6",9,"Amp",0.188822488192538,"9:66189025-1","9:46169973-46170336"
"RP11-157L3.6",9,"Amp",0.188822488192538,"9:61521913-1","9:46169973-46170336"
"RP11-292F9.1",9,"Amp",0.188822488192538,"9:66189025-1","9:46270841-46274928"
"RP11-292F9.1",9,"Amp",0.188822488192538,"9:61521913-1","9:46270841-46274928"
"RP11-34H11.6",9,"Amp",0.188822488192538,"9:66189025-1","9:46334292-46334508"
"RP11-34H11.6",9,"Amp",0.188822488192538,"9:61521913-1","9:46334292-46334508"
"RP11-292F9.2",9,"Amp",0.188822488192538,"9:66189025-1","9:46359242-46380257"
"RP11-292F9.2",9,"Amp",0.188822488192538,"9:61521913-1","9:46359242-46380257"
"Y_RNA",9,"Amp",0.188822488192538,"9:66189025-1","9:46362605-46362716"
"Y_RNA",9,"Amp",0.188822488192538,"9:61521913-1","9:46362605-46362716"
"RP11-34H11.5",9,"Amp",0.188822488192538,"9:66189025-1","9:46382965-46383307"
"RP11-34H11.5",9,"Amp",0.188822488192538,"9:61521913-1","9:46382965-46383307"
"FAM27E1",9,"Amp",0.188822488192538,"9:66189025-1","9:46385691-46387031"
"FAM27E1",9,"Amp",0.188822488192538,"9:61521913-1","9:46385691-46387031"
"RP11-34H11.3",9,"Amp",0.188822488192538,"9:66189025-1","9:46387012-46387222"
"RP11-34H11.3",9,"Amp",0.188822488192538,"9:61521913-1","9:46387012-46387222"
"FAM27D1",9,"Amp",0.188822488192538,"9:66189025-1","9:46389110-46391556"
"FAM27D1",9,"Amp",0.188822488192538,"9:61521913-1","9:46389110-46391556"
"RP11-34H11.1",9,"Amp",0.188822488192538,"9:66189025-1","9:46390070-46390277"
"RP11-34H11.1",9,"Amp",0.188822488192538,"9:61521913-1","9:46390070-46390277"
"RP11-111F5.2",9,"Amp",0.188822488192538,"9:66189025-1","9:46577620-46578220"
"RP11-111F5.2",9,"Amp",0.188822488192538,"9:61521913-1","9:46577620-46578220"
"RP11-111F5.3",9,"Amp",0.188822488192538,"9:66189025-1","9:46661242-46662837"
"RP11-111F5.3",9,"Amp",0.188822488192538,"9:61521913-1","9:46661242-46662837"
"RP11-111F5.1",9,"Amp",0.188822488192538,"9:66189025-1","9:46669135-46669441"
"RP11-111F5.1",9,"Amp",0.188822488192538,"9:61521913-1","9:46669135-46669441"
"SNORA70",9,"Amp",0.188822488192538,"9:66189025-1","9:46669492-46669586"
"SNORA70",9,"Amp",0.188822488192538,"9:61521913-1","9:46669492-46669586"
"RN7SL544P",9,"Amp",0.188822488192538,"9:66189025-1","9:46674882-46675163"
"RN7SL544P",9,"Amp",0.188822488192538,"9:61521913-1","9:46674882-46675163"
"RP11-111F5.4",9,"Amp",0.188822488192538,"9:66189025-1","9:46685429-46688137"
"RP11-111F5.4",9,"Amp",0.188822488192538,"9:61521913-1","9:46685429-46688137"
"RP11-111F5.5",9,"Amp",0.188822488192538,"9:66189025-1","9:46687462-46746500"
"RP11-111F5.5",9,"Amp",0.188822488192538,"9:61521913-1","9:46687462-46746500"
"RP11-111F5.8",9,"Amp",0.188822488192538,"9:66189025-1","9:46698472-46705305"
"RP11-111F5.8",9,"Amp",0.188822488192538,"9:61521913-1","9:46698472-46705305"
"RP11-111F5.6",9,"Amp",0.188822488192538,"9:66189025-1","9:46706671-46706979"
"RP11-111F5.6",9,"Amp",0.188822488192538,"9:61521913-1","9:46706671-46706979"
"RP11-96J15.1",9,"Amp",0.188822488192538,"9:66189025-1","9:46755557-46755935"
"RP11-96J15.1",9,"Amp",0.188822488192538,"9:61521913-1","9:46755557-46755935"
"RP11-96J15.2",9,"Amp",0.188822488192538,"9:66189025-1","9:46786249-46787634"
"RP11-96J15.2",9,"Amp",0.188822488192538,"9:61521913-1","9:46786249-46787634"
"RP11-211N8.7",9,"Amp",0.188822488192538,"9:66189025-1","9:46826492-46833319"
"RP11-211N8.7",9,"Amp",0.188822488192538,"9:61521913-1","9:46826492-46833319"
"RP11-211N8.3",9,"Amp",0.188822488192538,"9:66189025-1","9:46842616-46844326"
"RP11-211N8.3",9,"Amp",0.188822488192538,"9:61521913-1","9:46842616-46844326"
"RP11-211N8.2",9,"Amp",0.188822488192538,"9:66189025-1","9:46843638-46846025"
"RP11-211N8.2",9,"Amp",0.188822488192538,"9:61521913-1","9:46843638-46846025"
"RBPJP7",9,"Amp",0.188822488192538,"9:66189025-1","9:46912527-46913973"
"RBPJP7",9,"Amp",0.188822488192538,"9:61521913-1","9:46912527-46913973"
"RP11-211N8.5",9,"Amp",0.188822488192538,"9:66189025-1","9:46918098-46919049"
"RP11-211N8.5",9,"Amp",0.188822488192538,"9:61521913-1","9:46918098-46919049"
"RP11-211N8.6",9,"Amp",0.188822488192538,"9:66189025-1","9:46921026-46922100"
"RP11-211N8.6",9,"Amp",0.188822488192538,"9:61521913-1","9:46921026-46922100"
"ATP5A1P7",9,"Amp",0.188822488192538,"9:66189025-1","9:46998213-46999491"
"ATP5A1P7",9,"Amp",0.188822488192538,"9:61521913-1","9:46998213-46999491"
"BX664724.4",9,"Amp",0.188822488192538,"9:66189025-1","9:47001334-47001835"
"BX664724.4",9,"Amp",0.188822488192538,"9:61521913-1","9:47001334-47001835"
"BX664724.1",9,"Amp",0.188822488192538,"9:66189025-1","9:47021337-47022699"
"BX664724.1",9,"Amp",0.188822488192538,"9:61521913-1","9:47021337-47022699"
"VN2R6P",9,"Amp",0.188822488192538,"9:66189025-1","9:47249606-47264801"
"VN2R6P",9,"Amp",0.188822488192538,"9:61521913-1","9:47249606-47264801"
"AL953854.2",9,"Amp",0.188822488192538,"9:66189025-1","9:47295855-47314322"
